drug_name,gene_symbol,action
LY-2599506,GCK,inhibitor
LY-2608204,CHEK1,inhibitor
LY-2608204,GCK,activator
LY-2623091,NR3C2,antagonist
LY-2624803,HRH1,modulator
LY-2874455,FGFR2,modulator
LY-2881835,FFAR1,modulator
LY-294002,PIK3CG,inhibitor
LY-294002,PIM1,unknown
LY-3023414,MTOR,modulator
LY-3023414,PIK3CA,modulator
LY-3200882,TGFBR1,inhibitor
LY-377604,ADRB3,agonist
LY-517717,F10,inhibitor
LY-518674,PPARA,agonist
LY2275796,EIF4E,unknown
LY249543,MTHFD1,unknown
LY374571,MTHFD1,unknown
Labetalol,ADRA1D,antagonist
Labetalol,ADRB1,antagonist
Labetalol,ADRB2,antagonist
Labradimil,BDKRB2,agonist
Lacidipine,CACNA1A,antagonist
Lacosamide,DPYSL2,modulator
Lacosamide,SCN10A,blocker
Lacosamide,SCN11A,inhibitor
Lacosamide,SCN3A,blocker
Lacosamide,SCN9A,blocker
Lactose,GLB1,unknown
Lactose,GLT6D1,unknown
Lactose,GLTP,unknown
Lactose,LGALS3,unknown
Ladostigil,ACHE,inhibitor
Ladostigil,MAOA,inhibitor
Ladostigil,MAOB,inhibitor
Laduviglusib,CDK1,inhibitor
Laduviglusib,GSK3A,inhibitor
Laduviglusib,GSK3B,inhibitor
Laduviglusib,MAPK1,inhibitor
Laevulinic Acid,ALAD,inhibitor
Lamifiban,ITGA2B,modulator
Lamifiban,ITGB3,modulator
Lamotrigine,ADORA1,inhibitor
Lamotrigine,ADORA2A,inhibitor
Lamotrigine,ADRA1A,inhibitor
Lamotrigine,ADRA2A,inhibitor
Lamotrigine,ADRB1,inhibitor
Lamotrigine,CACNA1E,inhibitor
Lamotrigine,CHRNA1,inhibitor
Lamotrigine,DRD2,agonist;inhibitor
Lamotrigine,DRD5,inhibitor
Lamotrigine,GABRG3,inhibitor
Lamotrigine,GABRQ,antagonist;inducer
Lamotrigine,GRIA1,inhibitor
Lamotrigine,HRH1,antagonist
Lamotrigine,HTR2A,inhibitor
Lamotrigine,HTR3A,inhibitor
Lamotrigine,OPRK1,inhibitor
Lamotrigine,SCN11A,blocker
Lamotrigine,SCN9A,inhibitor
Landiolol,ADRB1,antagonist
Landiolol,ADRB2,antagonist
Landipirdine,HTR2A,antagonist
Landipirdine,HTR6,antagonist
Lanepitant,TACR1,antagonist
Lanifibranor,PPARA,agonist
Lanifibranor,PPARD,agonist
Lanifibranor,PPARG,agonist
Laniquidar,ABCB4,modulator
Lanosterol,LSS,unknown
Lanperisone,SCN4A,modulator
Lanraplenib,SYK,inhibitor
Lanreotide,SSTR2,agonist
Lanreotide,SSTR5,agonist
Lansoprazole,ATP4A,inhibitor
Lansoprazole,MAPT,binder
Lapachone,RBP3,unknown
Lapachone,TOP1,modulator
Lapatinib,EEF2K,inhibitor
Lapatinib,EGFR,antagonist
Lapatinib,ERBB2,antagonist
Laquinimod,CXCL2,modulator
Laquinimod,NFKB1,modulator
Laquinimod,NFKB2,modulator
Laquinimod,REL,modulator
Laquinimod,RELA,modulator
Laquinimod,RELB,modulator
Larazotide,HP,modulator
Laropiprant,HMGCR,inhibitor
Laropiprant,PTGDR,inhibitor
Laropiprant,PTGDR2,inhibitor
Laropiprant,PTGER2,inhibitor
Laropiprant,PTGFR,inhibitor
Laropiprant,PTGIR,inhibitor
Laropiprant,TBXA2R,inhibitor
Larotrectinib,NTRK1,inhibitor
Larotrectinib,NTRK2,inhibitor
Larotrectinib,NTRK3,inhibitor
Lasmiditan,HTR1F,agonist
Lasofoxifene,CNR2,inverse agonist
Lasofoxifene,ESR1,antagonist;agonist;negative modulator
Lasofoxifene,ESR2,agonist
Latanoprost,PTGFR,agonist
Latanoprostene bunod,PTGFR,agonist
Latrepirdine,HRH1,inhibitor
Latrepirdine,HTR6,inhibitor
Latrunculin A,ACTA1,inhibitor
Latrunculin A,GSN,unknown
Latrunculin B,ACTA1,unknown
Latrunculin B,MRTFA,unknown
Latrunculin B,SPIRE2,unknown
Lauric acid,ADH5,unknown
Lauric acid,C8G,unknown
Lauric acid,GLTP,unknown
Lauric acid,GM2A,unknown
Lauric acid,HNF4A,unknown
Lauric acid,LTF,inhibitor
Lauric acid,LY96,unknown
Lauric acid,PLA2G2A,inhibitor
Lauric acid,PLA2G2D,unknown
Lauric acid,PPARA,unknown
Lauric acid,TLR4,inhibitor
Lauric acid,VLDLR,unknown
Lauryl alcohol diphosphonic acid,FDPS,inhibitor
Lauryl alcohol diphosphonic acid,GGPS1,unknown
Lavendustin A,EGFR,inhibitor
Lavendustin A,LCK,inhibitor
Lavoltidine,HRH2,antagonist
Lazabemide,MAOB,inhibitor
Lazertinib,EGFR,inhibitor
Lazucirnon,CCR3,inhibitor
Lecimibide,CES1,modulator
Lecozotan,HTR1A,antagonist
Lecozotan,HTR1F,regulator
Leflunomide,AHR,agonist
Leflunomide,DHODH,inhibitor
Leflunomide,PTK2B,antagonist
Lefradafiban,ITGA2B,modulator
Lefradafiban,ITGB3,modulator
Lemborexant,HCRTR1,antagonist
Lemborexant,HCRTR2,antagonist
Lenabasum,TNF,inhibitor
Lenalidomide,CDH5,antagonist
Lenalidomide,CRBN,inhibitor
Lenalidomide,PTGS2,negative modulator
Lenalidomide,TNF,inhibitor
Lenalidomide,TNFSF11,inhibitor
Leniolisib,PIK3CD,inhibitor
Lensiprazine,DRD2,inhibitor
Lenvatinib,FGFR1,inhibitor
Lenvatinib,FGFR2,inhibitor
Lenvatinib,FGFR3,inhibitor
Lenvatinib,FGFR4,inhibitor
Lenvatinib,FLT1,inhibitor
Lenvatinib,FLT4,inhibitor
Lenvatinib,KDR,inhibitor
Lenvatinib,KIT,inhibitor
Lenvatinib,PDGFRA,inhibitor
Lenvatinib,RET,inhibitor
Leptin,LEPR,unknown
Lercanidipine,CACNA2D1,blocker
Lercanidipine,CACNG1,inhibitor
Lergotrile,HTR6,agonist
Leriglitazone,PPARG,agonist
Lerociclib,CDK4,inhibitor
Lerociclib,CDK6,inhibitor
Lesinurad,SLC22A11,inhibitor
Lesinurad,SLC22A12,inhibitor
Lesogaberan,GABBR1,modulator
Lesogaberan,GABBR2,modulator
Lesopitron,HTR1A,unknown
Lestaurtinib,FLT3,modulator
Letaxaban,F10,inhibitor
Letrozole,CYP19A1,antagonist
Leucine,BCAT1,unknown
Leucine,BCAT2,unknown
Leucine,LARS1,unknown
Leucine,LARS2,unknown
Leucine,LCMT1,unknown
Leucine,LCMT2,unknown
Leucine - Reduced Carbonyl,SPINK6,unknown
Leucine Phosphonic Acid,LAP3,unknown
Leucovorin,DHFR,modulator
Leucovorin,SLC46A1,modulator
Leukotriene B4,LTB4R,agonist
Leukotriene B4,LTB4R2,inhibitor
Leukotriene B4,PPARA,activator
Leukotriene C4,ABCC1,unknown
Leukotriene C4,CYSLTR1,agonist
Leukotriene C4,CYSLTR2,agonist
Leukotriene D4,CYSLTR1,agonist
Leukotriene D4,CYSLTR2,agonist
Levacetylmethadol,CHRNA3,antagonist
Levacetylmethadol,CHRNB4,other/unknown
Levacetylmethadol,OPRM1,agonist
Levallorphan,CHRNA2,antagonist
Levallorphan,OPRM1,partial agonist
Levamisole,ALPG,inhibitor
Levamisole,ALPL,inhibitor
Levamisole,CHRNA3,agonist
Levamlodipine,CACNA1C,antagonist
Levamlodipine,CACNA1D,antagonist
Levamlodipine,NOS2,agonist
Levamlodipine,NOS3,agonist
Levetiracetam,CACNA1B,inhibitor
Levetiracetam,HTR3A,antagonist
Levetiracetam,SV2A,agonist
Levobetaxolol,ADRB1,antagonist
Levobunolol,ADRB1,antagonist
Levobunolol,ADRB2,antagonist
Levobupivacaine,SCN10A,inhibitor
Levocabastine,HRH1,antagonist
Levocabastine,NTSR2,partial antagonist
Levocarnitine,CES1,unknown
Levocarnitine,CPT1A,activator
Levocarnitine,CPT1B,activator
Levocarnitine,CPT2,unknown
Levocarnitine,CRAT,unknown
Levocarnitine,CROT,unknown
Levocarnitine,MPO,unknown
Levocarnitine,SLC22A4,unknown
Levocarnitine,SLC22A5,unknown
Levocarnitine,SLC25A20,unknown
Levocarnitine,SLC25A29,unknown
Levocarnitine,XDH,unknown
Levocetirizine,HRH1,antagonist;inhibitor
Levodopa,DRD1,agonist
Levodopa,DRD2,agonist
Levodopa,DRD3,agonist
Levodopa,DRD4,agonist
Levodopa,DRD5,agonist
Levoketoconazole,CYP11A1,inhibitor
Levoketoconazole,CYP11B1,inhibitor
Levoketoconazole,CYP11B2,inhibitor
Levoketoconazole,CYP17A1,inhibitor
Levoketoconazole,CYP51A1,inhibitor
Levomenthol,CACNA1A,antagonist
Levomenthol,OPRK1,agonist
Levomenthol,TRPA1,inhibitor;inducer
Levomenthol,TRPM8,inducer
Levomenthol,TRPV3,inducer
Levomilnacipran,SLC6A2,inhibitor
Levomilnacipran,SLC6A4,inhibitor
Levonordefrin,ADRA1A,inhibitor
Levonordefrin,ADRA1B,inhibitor
Levonordefrin,ADRA1D,inhibitor
Levonordefrin,ADRA2C,agonist
Levonorgestrel,AR,binder
Levonorgestrel,ESR1,other/unknown
Levonorgestrel,NR3C1,binder
Levonorgestrel,PGR,modulator
Levonorgestrel,SHBG,inhibitor;binder
Levonorgestrel,SRD5A1,inhibitor
Levopropoxyphene,OPRM1,modulator
Levorphanol,OPRD1,agonist
Levorphanol,OPRK1,agonist
Levorphanol,OPRM1,agonist
Levosalbutamol,ADRB2,agonist
Levosimendan,KCNJ11,inducer
Levosimendan,KCNJ8,inducer
Levosimendan,PDE3A,inhibitor
Levosimendan,TNNC1,potentiator
Levosulpiride,DRD2,antagonist
Levothyroxine,ITGAV,binder
Levothyroxine,ITGB3,binder
Levothyroxine,THRA,agonist
Levothyroxine,THRB,agonist
Lexacalcitol,VDR,agonist
Lexibulin,TUBA1A,unknown
Lexibulin,TUBA1B,unknown
Lexibulin,TUBA1C,unknown
Lexibulin,TUBA3D,unknown
Lexibulin,TUBA3E,unknown
Lexibulin,TUBA4A,unknown
Lexibulin,TUBA4B,unknown
Lexibulin,TUBB,unknown
Lexibulin,TUBB1,unknown
Lexibulin,TUBB2A,unknown
Lexibulin,TUBB2B,unknown
Lexibulin,TUBB3,unknown
Lexibulin,TUBB4A,unknown
Lexibulin,TUBB4B,unknown
Lexibulin,TUBB6,unknown
Lexipafant,PTAFR,modulator
Liarozole,CYP19A1,inhibitor
Liarozole,CYP26A1,inhibitor
Licochalcone A,PTPN1,inhibitor
Licofelone,ALOX5,inhibitor
Licofelone,PLA2G2E,unknown
Licofelone,PTGS2,unknown
Licogliflozin,SLC5A1,inhibitor
Licogliflozin,SLC5A2,inhibitor
Licostinel,F2,inhibitor
Lidocaine,EGFR,antagonist
Lidocaine,ORM1,unknown
Lidocaine,ORM2,unknown
Lidocaine,SCN10A,inhibitor
Lidocaine,SCN11A,blocker
Lidocaine,SCN4A,unknown
Lidocaine,SCN5A,inhibitor
Lidocaine,SCN9A,inhibitor
Lidoflazine,SCN3A,inhibitor
Lidoflazine,SLC29A1,inhibitor
Lidorestat,AKR1B1,inhibitor
Lificiguat,EZH2,inhibitor
Lificiguat,GUCY1A1,activator
Lificiguat,GUCY1B1,activator
Lificiguat,HIF1A,inhibitor
Lifirafenib,BRAF,inhibitor
Lifitegrast,ICAM1,inhibitor
Lifitegrast,ITGAL,antagonist
Ligandrol,AR,antagonist;agonist
Limaprost,PTGER1,agonist
Limaprost,PTGER2,agonist
Limaprost,PTGER3,agonist
Limaprost,PTGER4,unknown
Linaclotide,GUCY2C,agonist
Linagliptin,DPP4,inhibitor
Linaprazan,ATP4A,modulator
Linaprazan,ATP4B,modulator
Lindane,ESR1,antagonist
Lindane,GABRB1,antagonist
Lindane,GABRB3,antagonist
Lindane,GABRR1,antagonist
Lindane,GLRA1,antagonist
Lindane,GLRA2,antagonist
Lindane,GLRA3,antagonist
Lindane,GLRB,antagonist
Lindane,NR1I2,activator
Lindane,PGR,antagonist
Linerixibat,SLC10A2,modulator
Linetastine,ALOX5,inhibitor
Linetastine,PRKCB,inhibitor
Linifanib,CSF1R,unknown
Linifanib,FLT1,unknown
Linifanib,FLT3,unknown
Linifanib,FLT4,modulator
Linifanib,KDR,unknown
Linifanib,KIT,unknown
Linoleic acid,FABP4,inhibitor
Linopirdine,KCNQ3,modulator
Linotroban,TBXA2R,antagonist
Linrodostat,IDO1,inhibitor
Linsitinib,IGF1R,inhibitor
Linsitinib,INSR,inhibitor
Lintitript,CCKAR,antagonist
Lintopride,HTR4,modulator
Linzagolix,GNRHR,antagonist
Liothyronine,PCNA,antagonist
Liothyronine,THRA,agonist
Liothyronine,THRB,agonist
Liotrix,THRA,agonist
Liotrix,THRB,agonist
Lipoic acid,ACHE,inhibitor
Lipoic acid,LIAS,unknown
Lipoic acid,LIPT1,unknown
Lipoic acid,PTGS2,inhibitor
Lipoic acid,SLC5A6,unknown
Liposomal prostaglandin E1,GP1BA,unknown
Lipotecan,TOP1,inhibitor
Lirametostat,EZH2,inhibitor
Lirequinil,TSPO,agonist
Lirimilast,PDE4A,inhibitor
Lirimilast,PDE4B,inhibitor
Lirimilast,PDE4D,inhibitor
Lisaftoclax,BCL2,inhibitor
Lisdexamfetamine,TAAR1,agonist
Lisinopril,ACE,inhibitor
Lisinopril,REN,inhibitor
Lisuride,ADRA2A,other/unknown
Lisuride,ADRA2B,other/unknown
Lisuride,ADRA2C,other/unknown
Lisuride,DRD1,antagonist
Lisuride,DRD2,agonist
Lisuride,DRD3,agonist
Lisuride,DRD4,agonist
Lisuride,DRD5,antagonist
Lisuride,HTR1A,agonist
Lisuride,HTR1B,agonist
Lisuride,HTR1D,agonist
Lisuride,HTR2A,agonist
Lisuride,HTR2B,antagonist
Lisuride,HTR2C,agonist
Lisuride,HTR7,unknown
Lithium carbonate,GRIA3,unknown
Lithium carbonate,GSK3A,inhibitor
Lithium carbonate,GSK3B,unknown
Lithium carbonate,IMPA1,unknown
Lithium carbonate,IMPA2,unknown
Lithium cation,GRIA3,potentiator
Lithium cation,GSK3B,inhibitor
Lithium cation,IMPA1,inhibitor
Lithium cation,IMPA2,inhibitor
Lithium chloride,GSK3A,inhibitor
Lithium citrate,GRIA3,unknown
Lithium citrate,GSK3B,unknown
Lithium citrate,IMPA1,unknown
Lithium citrate,IMPA2,unknown
Lithium succinate,GRIA3,unknown
Lithium succinate,GSK3B,unknown
Lithium succinate,IMPA1,unknown
Lithium succinate,IMPA2,unknown
Litoxetine,SLC6A4,modulator
Litronesib,KIF11,modulator
Lividomycin A,TERT,inhibitor
Lixivaptan,AVPR2,antagonist
Lixivaptan,HDC,inhibitor
Lobeglitazone,PPARA,agonist
Lobeglitazone,PPARG,activator
Lobeline,CHRNA10,unknown
Lobeline,CHRNA7,unknown
Lobeline,CHRNA9,unknown
Lobeline,SLC18A2,inhibitor
Locnartecan,TOP1,inhibitor
Lofentanil,OPRD1,inhibitor
Lofentanil,OPRK1,inhibitor
Lofentanil,OPRM1,inhibitor
Lofexidine,ADRA1A,agonist
Lofexidine,ADRA2A,agonist
Lofexidine,HTR1A,agonist
Lofexidine,HTR1D,agonist
Lofexidine,HTR2C,agonist
Lofexidine,HTR7,agonist
Lomefloxacin,TOP2A,inhibitor
Lomefloxacin,TOP2B,inhibitor
Lomerizine,ABCB1,inhibitor
Lomerizine,CACNA1B,inhibitor
Lomerizine,SCN5A,inhibitor
Lomitapide,MTTP,inhibitor
Lomustine,STMN4,antagonist
Lonafarnib,FNTA,inhibitor
Lonafarnib,FNTB,inhibitor
Lonaprisan,AR,inhibitor
Lonaprisan,NR3C1,inhibitor
Lonaprisan,PGR,inhibitor
Londamocitinib,JAK1,inhibitor
Londamocitinib,JAK2,inhibitor
Londamocitinib,JAK3,inhibitor
Lonidamine,CFTR,unknown
Lonidamine,HK1,unknown
Loperamide,CACNA1A,blocker
Loperamide,CALM3,inhibitor
Loperamide,KCNH2,blocker
Loperamide,OPRD1,agonist
Loperamide,OPRK1,agonist
Loperamide,OPRM1,agonist
Loperamide,POMC,modulator
Loprazolam,GABRG3,ligand
Loprazolam,GABRQ,positive allosteric modulator
Loratadine,HRH1,antagonist
Loratadine,KCNH2,antagonist
Lorazepam,GABRG3,ligand
Lorazepam,GABRQ,positive allosteric modulator
Lorazepam,TSPO,modulator
Lorcaserin,HTR2C,agonist
Lorlatinib,ALK,inhibitor
Lorlatinib,FER,unknown
Lorlatinib,FES,inhibitor
Lorlatinib,NTRK1,inhibitor
Lorlatinib,NTRK2,inhibitor
Lorlatinib,NTRK3,inhibitor
Lorlatinib,PTK2,inhibitor
Lorlatinib,PTK2B,inhibitor
Lorlatinib,ROS1,inhibitor
Lorlatinib,STYK1,inhibitor
Lorlatinib,TNK2,inhibitor
Lormetazepam,GABRG3,ligand
Lormetazepam,GABRQ,positive allosteric modulator
Lornoxicam,PTGS1,inhibitor
Lornoxicam,PTGS2,inhibitor
Lorpiprazole,ADRA1D,antagonist
Lorpiprazole,ADRA2C,antagonist
Lorpiprazole,HRH1,antagonist
Lorpiprazole,HTR2A,antagonist
Lorpiprazole,HTR2C,antagonist
Lorpiprazole,SLC6A4,antagonist
Losartan,AGTR1,antagonist
Losartan,EPOR,stimulator
Losmapimod,MAPK14,inhibitor
Losoxantrone,TOP2A,modulator
Losoxantrone,TOP2B,modulator
Loteprednol,NR3C1,agonist
Loteprednol etabonate,ESRRA,modulator
Loteprednol etabonate,ESRRB,modulator
Loteprednol etabonate,ESRRG,modulator
Loteprednol etabonate,NR3C1,agonist
Lotiglipron,GLP1R,agonist
Lotrafiban,ITGA2B,modulator
Lotrafiban,ITGB3,modulator
Lovastatin,HDAC2,inhibitor
Lovastatin,HMGCR,inhibitor
Lovastatin,ITGAL,inhibitor
Loxapine,ADRA1A,binder
Loxapine,ADRA1B,binder
Loxapine,ADRA2A,binder
Loxapine,ADRA2B,binder
Loxapine,ADRA2C,binder
Loxapine,ADRB1,binder
Loxapine,CHRM1,binder
Loxapine,CHRM2,binder
Loxapine,CHRM3,binder
Loxapine,CHRM4,binder
Loxapine,CHRM5,binder
Loxapine,DRD1,antagonist
Loxapine,DRD2,antagonist
Loxapine,DRD3,binder
Loxapine,DRD4,binder
Loxapine,DRD5,binder
Loxapine,HRH1,binder
Loxapine,HRH2,binder
Loxapine,HRH4,binder
Loxapine,HTR1A,binder
Loxapine,HTR1B,binder
Loxapine,HTR1D,binder
Loxapine,HTR1E,binder
Loxapine,HTR2A,antagonist
Loxapine,HTR2C,antagonist
Loxapine,HTR3A,binder
Loxapine,HTR5A,binder
Loxapine,HTR6,binder
Loxapine,HTR7,binder
Loxapine,SLC6A2,binder
Loxapine,SLC6A3,binder
Loxapine,SLC6A4,binder
Loxoprofen,PTGS1,antagonist
Loxoprofen,PTGS2,antagonist
Loxoribine,TLR7,agonist
Lpc-Ether,GM2A,unknown
Lpc-Ether,PLA2G1B,inhibitor
Lubazodone,HTR2A,inhibitor
Lubazodone,SLC6A4,inhibitor
Lubeluzole,SCN5A,inhibitor
Lubiprostone,CLCN2,inducer
Lucanthone,APEX1,inhibitor
Lucanthone,TOP1,inhibitor
Lucanthone,TOP2A,inhibitor
Lucanthone,TOP2B,inhibitor
Lucitanib,FGFR1,inhibitor
Lucitanib,FGFR2,inhibitor
Lucitanib,FGFR3,inhibitor
Lucitanib,FLT1,inhibitor
Lucitanib,FLT4,inhibitor
Lucitanib,KDR,inhibitor
Lucitanib,PDGFRA,inhibitor
Lucitanib,PDGFRB,inhibitor
Lufironil,P4HA1,modulator
Lumacaftor,CFTR,modulator
Lumateperone,DRD1,partial agonist
Lumateperone,DRD2,partial agonist
Lumateperone,HTR2A,antagonist
Lumateperone,SLC6A4,inhibitor
Lumefantrine,ATP1A1,binder
Lumichrome,BLVRB,unknown
Lumiracoxib,PTGS1,inhibitor
Lumiracoxib,PTGS2,inhibitor
Lunacalcipol,CYP24A1,unknown
Lunacalcipol,VDR,unknown
Lupeol,ELANE,inhibitor
Lupeol,TOP2A,inhibitor
Lupeol,TOP2B,inhibitor
Luprostiol,AR,inhibitor
Lurasidone,ADRA2A,antagonist
Lurasidone,ADRA2C,antagonist
Lurasidone,DRD2,antagonist
Lurasidone,HTR1A,antagonist
Lurasidone,HTR2A,antagonist
Lurasidone,HTR7,antagonist
Lurtotecan,TOP1,inhibitor
Lusutrombopag,MPL,agonist
Luteolin,LPCAT1,inhibitor
Luteolin,LPCAT2,inhibitor
Luteolin,STAT3,inhibitor
Luteolin,TOP1,inhibitor
Lutetium Lu 177 dotatate,SSTR1,agonist
Lutetium Lu 177 dotatate,SSTR2,agonist
Lutetium Lu 177 dotatate,SSTR3,agonist
Lutetium Lu 177 dotatate,SSTR4,agonist
Lutetium Lu 177 dotatate,SSTR5,agonist
Luvadaxistat,DAO,inhibitor
Luvixasertib,TTK,inhibitor
Luxdegalutamide,AR,degradation
Luxeptinib,BTK,inhibitor
Lypressin,AVPR1A,unknown
Lypressin,AVPR1B,unknown
Lypressin,AVPR2,unknown
Lysergic acid diethylamide,HTR1A,inhibitor
Lysergic acid diethylamide,HTR2A,inhibitor
Lysergic acid diethylamide,HTR2B,agonist
Lysergic acid diethylamide,HTR6,unknown
Lysine,KARS1,unknown
Lysine,SLC7A1,unknown
Lysine,SLC7A2,unknown
Lysine,SLC7A3,unknown
Lysine,SLC7A4,unknown
Lysine Nz-Carboxylic Acid,CDK2,inhibitor
Lysophosphotidylserine,F2,unknown
M-2698,AKT1,inhibitor
M-2698,AKT3,inhibitor
M-2698,RPS6KB1,inhibitor
M-Cresol,INS,unknown
M0002,AVPR2,unknown
MAK-683,EED,inhibitor
MB-07803,FBP1,modulator
MB-07803,FBP2,modulator
MB07811,THRB,unknown
MBX-2982,GPR119,agonist
MCC,AIFM1,unknown
MDL72527,SMOX,inhibitor
MDX-214,EGFR,unknown
ME-344,MAPKAP1,inhibitor
ME-344,MTOR,inhibitor
MF-300,HPGD,inhibitor
MF101,ESR2,unknown
MF268,ACHE,inhibitor
MIV-701,CTSK,unknown
MIV-711,CTSK,inhibitor
MK-0249,HRH3,agonist
MK-0354,GPER1,unknown
MK-0354,HCAR2,inhibitor
MK-0668,ITGA4,inhibitor
MK-0668,ITGB1,inhibitor
MK-0731,KIF11,inhibitor
MK-0752,APH1A,inhibitor
MK-0752,APH1B,modulator
MK-0752,NCSTN,modulator
MK-0752,PSEN1,modulator
MK-0752,PSENEN,modulator
MK-0773,AR,modulator
MK-0812,CCR2,antagonist
MK-0873,PDE4A,inhibitor
MK-0873,PDE4B,inhibitor
MK-0873,PDE4D,inhibitor
MK-1496,PLK1,inhibitor
MK-212,HTR2C,modulator
MK-2206,AKT3,modulator
MK-2206,UBE2T,inhibitor
MK-3207,CALCRL,antagonist
MK-5108,AURKA,regulator
MK-5108,AURKB,inhibitor
MK-8719,OGA,inhibitor
MK-8776,CHEK1,inhibitor
MK-886,ALOX5,modulator
MK-886,ALOX5AP,inhibitor
MKC-1,CDK1,inhibitor
MKC-1,CDK2,inhibitor
MKC-1,CDK4,inhibitor
MLN-977,ALOX5,inhibitor
MLN0415,IKBKB,unknown
MLN3897,CCR1,unknown
MLN8054,AURKA,inhibitor
MM3122,TMPRSS2,inhibitor
MMDA,HTR2A,agonist
MMDA,MAOA,inhibitor
MMDA,MAOB,inhibitor
MMDA,SLC18A1,inhibitor
MMDA,SLC18A2,inhibitor
MMDA,SLC6A2,negative modulator
MMDA,SLC6A3,negative modulator
MMDA,SLC6A4,negative modulator
MMI-175,BACE1,unknown
MN-246,ADRB3,unknown
MOL-4239,STAT3,inhibitor
MPI-674,CYP19A1,unknown
MRK-409,GABRA2,modulator
MRK-409,GABRA3,modulator
MSX-122,CXCR4,antagonist;partial antagonist
Macimorelin,GHSR,agonist
Macitentan,EDNRA,antagonist
Macitentan,EDNRB,antagonist
Mafenide,CA12,inhibitor
Mafenide,CA14,inhibitor
Mafenide,CA2,inhibitor
Mafenide,CA4,inhibitor
Mafenide,CA6,antagonist
Magnesium acetate,ATP1A1,unknown
Magnesium acetate tetrahydrate,GRIN3B,ligand
Magnesium carbonate,GRIN3B,blocker
Magnesium cation,ATP1A1,unknown
Magnesium lactate,ATP1A1,unknown
Magnesium levulinate,ATP1A1,unknown
Magnesium salicylate,PTGS1,inhibitor
Magnesium salicylate,PTGS2,inhibitor
Magnesium sulfate,CACNA1A,inhibitor;blocker
Mahatinib,TNK2,inhibitor
Malathion,ACHE,inhibitor
Malathion,BCHE,inhibitor
Maleic acid,GOT1,unknown
Malonate Ion,SDF2,unknown
Malonic acid,SNRPA,unknown
Malonic acid,SRC,unknown
Maltose,AMY2B,unknown
Maltose,GAA,inhibitor
Maltose,GANAB,inhibitor
Maltose,GANC,inhibitor
Maltose,MGAM,inhibitor
Managlinat dialanetil,FBP1,unknown
Managlinat dialanetil,FBP2,modulator
Manganese cation,ARG1,cofactor
Manganese cation,GLUL,unknown
Manganese cation,IDH3A,cofactor
Manganese cation,IDH3G,cofactor
Manganese cation,PCK1,cofactor
Manganese cation,PPP1CC,cofactor
Manganese cation,SOD2,cofactor
Manganese cation,TAB1,unknown
Manidipine,CACNA1A,blocker
Manidipine,CACNA1C,inhibitor
Manidipine,CACNA1D,inhibitor
Manidipine,CACNA1G,inhibitor
Manidipine,CACNA1H,inhibitor
Manidipine,CACNA1I,inhibitor;blocker
Manifaxine,SLC6A2,modulator
Manifaxine,SLC6A3,modulator
Manitimus,DHODH,unknown
Mannose 6-phosphate,IGF2R,modulator
Mant-Adp,MYH14,unknown
Mapracorat,NR3C1,agonist
Maprotiline,ADRA1D,antagonist
Maprotiline,ADRA2C,antagonist
Maprotiline,CHRM1,antagonist
Maprotiline,CHRM2,antagonist
Maprotiline,CHRM3,antagonist
Maprotiline,CHRM4,antagonist
Maprotiline,CHRM5,antagonist
Maprotiline,DRD2,binder
Maprotiline,HRH1,antagonist
Maprotiline,HTR2A,binder
Maprotiline,HTR2C,binder
Maprotiline,HTR7,antagonist
Maprotiline,SLC6A2,inhibitor
Maralixibat,SLC10A1,inhibitor
Maralixibat,SLC10A2,inhibitor
Maraviroc,CCR5,antagonist;inhibitor
Mardepodect,PDE10A,inhibitor
Marimastat,MMP1,inhibitor
Marimastat,MMP10,antagonist
Marimastat,MMP11,antagonist
Marimastat,MMP12,inhibitor
Marimastat,MMP13,inhibitor
Marimastat,MMP14,inhibitor
Marimastat,MMP15,inhibitor
Marimastat,MMP16,inhibitor
Marimastat,MMP17,inhibitor
Marimastat,MMP19,inhibitor
Marimastat,MMP2,inhibitor
Marimastat,MMP20,inhibitor
Marimastat,MMP21,inhibitor
Marimastat,MMP23B,inhibitor
Marimastat,MMP24,inhibitor
Marimastat,MMP25,inhibitor
Marimastat,MMP26,inhibitor
Marimastat,MMP27,inhibitor
Marimastat,MMP28,inhibitor
Marimastat,MMP3,antagonist
Marimastat,MMP7,antagonist
Marimastat,MMP8,inhibitor
Marimastat,MMP9,inhibitor
Martinostat,HDAC1,inhibitor
Martinostat,HDAC2,inhibitor
Martinostat,HDAC3,inhibitor
Martinostat,HDAC4,inhibitor
Martinostat,HDAC5,inhibitor
Martinostat,HDAC6,inhibitor
Martinostat,HDAC7,inhibitor
Martinostat,HDAC8,inhibitor
Martinostat,HDAC9,inhibitor
Masilukast,CYSLTR1,modulator
Masitinib,SRC,inhibitor
Masoprocol,ALOX5,inhibitor
Masoprocol,ERBB2,modulator
Masoprocol,SHBG,unknown
Masoprocol,TRPM7,inhibitor
Matairesinol,DHRS4L2,unknown
Mavacamten,MYH7,inhibitory allosteric modulator
Mavatrep,TRPV1,antagonist
Mavoglurant,GRM5,modulator
Mavorixafor,CXCR4,antagonist;inhibitor
Mazapertine,ADRA1A,inhibitor
Mazapertine,ADRA1B,inhibitor
Mazapertine,ADRA1D,inhibitor
