gene1,gene2,weight
HSPA2,NUP85,0.424
HSPA2,NUP88,0.405
HSPA2,NUP93,0.467
HSPA2,NUP98,0.449
HSPA2,OLR1,0.476
HSPA2,PCGF6,0.519
HSPA2,PDE4B,0.552
HSPA2,PDE4D,0.552
HSPA2,PDIA6,0.517
HSPA2,PGR,0.552
HSPA2,POM121,0.438
HSPA2,POM121C,0.445
HSPA2,POT1,0.505
HSPA2,PPIA,0.446
HSPA2,PPID,0.543
HSPA2,PPP1CC,0.45
HSPA2,PRODH,0.462
HSPA2,PTGES3,0.644
HSPA2,RABL3,0.425
HSPA2,RACK1,0.406
HSPA2,RAD21,0.553
HSPA2,RAE1,0.441
HSPA2,RANBP2,0.512
HSPA2,REC8,0.551
HSPA2,RNF113B,0.42
HSPA2,RNF144A,0.486
HSPA2,RNF34,0.55
HSPA2,RPL10,0.424
HSPA2,RPL11,0.43
HSPA2,RPL18,0.405
HSPA2,RPL23,0.429
HSPA2,RPL23A,0.409
HSPA2,RPL26,0.401
HSPA2,RPL26L1,0.407
HSPA2,RPL3,0.437
HSPA2,RPL3L,0.435
HSPA2,RPL4,0.451
HSPA2,RPL5,0.43
HSPA2,RPL8,0.401
HSPA2,RPLP0,0.479
HSPA2,RPS15,0.467
HSPA2,RPS18,0.431
HSPA2,RPS19BP1,0.405
HSPA2,RPS2,0.5
HSPA2,RPS20,0.537
HSPA2,RPS27A,0.418
HSPA2,RPS28,0.406
HSPA2,RPS3,0.452
HSPA2,RPS3A,0.468
HSPA2,RPS5,0.411
HSPA2,RPS9,0.421
HSPA2,RPSA,0.493
HSPA2,RYR1,0.736
HSPA2,S100A1,0.448
HSPA2,SEC13,0.46
HSPA2,SEH1L,0.406
HSPA2,SHCBP1L,0.495
HSPA2,SIL1,0.468
HSPA2,SIRT1,0.555
HSPA2,SMC1A,0.568
HSPA2,SMC1B,0.571
HSPA2,SMC3,0.544
HSPA2,SMIM12,0.433
HSPA2,SMPD1,0.426
HSPA2,SPAG1,0.403
HSPA2,SPAM1,0.761
HSPA2,ST13,0.579
HSPA2,STAC3,0.723
HSPA2,STAG1,0.506
HSPA2,STAG2,0.504
HSPA2,STAG3,0.499
HSPA2,STIP1,0.862
HSPA2,STUB1,0.901
HSPA2,SUN1,0.518
HSPA2,SUN2,0.515
HSPA2,SYCE1,0.545
HSPA2,SYCE2,0.518
HSPA2,SYCE3,0.499
HSPA2,SYCP1,0.592
HSPA2,SYCP2,0.508
HSPA2,SYCP3,0.605
HSPA2,SYNE1,0.541
HSPA2,SYNE2,0.538
HSPA2,TCP1,0.516
HSPA2,TERF1,0.512
HSPA2,TERF2,0.526
HSPA2,TERF2IP,0.535
HSPA2,TEX12,0.565
HSPA2,TIMM44,0.699
HSPA2,TINF2,0.533
HSPA2,TLR2,0.909
HSPA2,TMEM249,0.72
HSPA2,TMEM262,0.72
HSPA2,TOMM70,0.647
HSPA2,TPR,0.432
HSPA2,TRAP1,0.559
HSPA2,TRIM38,0.598
HSPA2,TSC1,0.558
HSPA2,TSSK1B,0.606
HSPA2,UBB,0.475
HSPA2,UBC,0.475
HSPA2,UBE2I,0.819
HSPA2,UBL4A,0.41
HSPA4,HSPA4L,0.695
HSPA4,HSPA5,0.915
HSPA4,HSPA6,0.925
HSPA4,HSPA8,0.999
HSPA4,HSPA9,0.955
HSPA4,HSPB1,0.992
HSPA4,HSPB2,0.988
HSPA4,HSPB3,0.988
HSPA4,HSPB6,0.842
HSPA4,HSPB7,0.516
HSPA4,HSPB8,0.994
HSPA4,HSPBP1,0.998
HSPA4,HSPD1,0.924
HSPA4,HSPE1,0.93
HSPA4,HSPH1,0.935
HSPA4,HTN3,0.671
HSPA4,HTRA1,0.509
HSPA4,HTRA2,0.475
HSPA4,HTT,0.958
HSPA4,HUWE1,0.649
HSPA4,HYOU1,0.444
HSPA4,IAPP,0.515
HSPA4,ICAM1,0.632
HSPA4,IFIH1,0.506
HSPA4,IFNG,0.585
HSPA4,IGF1,0.479
HSPA4,IGF1R,0.406
HSPA4,IGFBP3,0.473
HSPA4,IKBKB,0.613
HSPA4,IKBKE,0.749
HSPA4,IKBKG,0.924
HSPA4,IL10,0.677
HSPA4,IL1A,0.456
HSPA4,IL1B,0.776
HSPA4,IL2,0.516
HSPA4,IL4,0.437
HSPA4,IL6,0.79
HSPA4,ILK,0.535
HSPA4,IMMT,0.623
HSPA4,INS,0.542
HSPA4,IRAK1,0.519
HSPA4,IRF3,0.579
HSPA4,ISCA1,0.453
HSPA4,ISCA2,0.458
HSPA4,ISCU,0.812
HSPA4,ISG15,0.503
HSPA4,ITGA5,0.403
HSPA4,ITGAL,0.455
HSPA4,ITGAM,0.577
HSPA4,ITGB1,0.552
HSPA4,ITGB2,0.521
HSPA4,ITGB3,0.416
HSPA4,ITGB5,0.42
HSPA4,ITGB7,0.409
HSPA4,JUN,0.765
HSPA4,KARS1,0.512
HSPA4,KAT2B,0.486
HSPA4,KAT6A,0.436
HSPA4,KCNH2,0.874
HSPA4,KCNQ1,0.407
HSPA4,KDELR1,0.428
HSPA4,KDR,0.604
HSPA4,KEAP1,0.43
HSPA4,KLF6,0.507
HSPA4,KLRC1,0.514
HSPA4,KLRD1,0.935
HSPA4,KLRK1,0.848
HSPA4,KPNA1,0.439
HSPA4,KPNA4,0.423
HSPA4,KPNB1,0.576
HSPA4,KRAS,0.597
HSPA4,KRT18,0.487
HSPA4,KRT19,0.559
HSPA4,KRT8,0.476
HSPA4,LAMP1,0.643
HSPA4,LAMP2,0.79
HSPA4,LARP7,0.443
HSPA4,LARS1,0.527
HSPA4,LATS1,0.422
HSPA4,LGALS4,0.66
HSPA4,LMLN,0.662
HSPA4,LOC102723407,0.467
HSPA4,LOC114841035,0.548
HSPA4,LONP1,0.587
HSPA4,LONP2,0.403
HSPA4,LOX,0.58
HSPA4,LRP1,0.991
HSPA4,LRRK2,0.816
HSPA4,LTF,0.543
HSPA4,LYN,0.459
HSPA4,LYRM4,0.413
HSPA4,MACROH2A1,0.424
HSPA4,MAGEA1,0.891
HSPA4,MAGED4,0.888
HSPA4,MAGED4B,0.888
HSPA4,MAP1LC3A,0.412
HSPA4,MAP1LC3B,0.598
HSPA4,MAP2K1,0.647
HSPA4,MAP3K12,0.414
HSPA4,MAP3K5,0.558
HSPA4,MAPK1,0.685
HSPA4,MAPK11,0.442
HSPA4,MAPK12,0.422
HSPA4,MAPK13,0.424
HSPA4,MAPK14,0.447
HSPA4,MAPK3,0.612
HSPA4,MAPK6,0.591
HSPA4,MAPK8,0.437
HSPA4,MAPKAP1,0.739
HSPA4,MAPT,0.957
HSPA4,MARCHF6,0.479
HSPA4,MARS1,0.467
HSPA4,MAT2A,0.418
HSPA4,MBP,0.703
HSPA4,MCL1,0.72
HSPA4,MDM2,0.873
HSPA4,ME1,0.57
HSPA4,ME3,0.536
HSPA4,MEN1,0.779
HSPA4,MET,0.537
HSPA4,METTL21A,0.859
HSPA4,METTL3,0.44
HSPA4,MKKS,0.552
HSPA4,MLST8,0.717
HSPA4,MME,0.456
HSPA4,MMP2,0.636
HSPA4,MMP7,0.713
HSPA4,MMP9,0.481
HSPA4,MMUT,0.52
HSPA4,MOGS,0.457
HSPA4,MORF4L1,0.507
HSPA4,MRGBP,0.516
HSPA4,MRPS31,0.413
HSPA4,MRPS7,0.421
HSPA4,MRTO4,0.422
HSPA4,MSN,0.45
HSPA4,MT-CO1,0.441
HSPA4,MT-CYB,0.424
HSPA4,MT1E,0.56
HSPA4,MTOR,0.748
HSPA4,MUC1,0.727
HSPA4,MYC,0.839
HSPA4,MYD88,0.526
HSPA4,MYH9,0.547
HSPA4,MYO5A,0.488
HSPA4,MYOC,0.41
HSPA4,NAA10,0.6
HSPA4,NAA15,0.443
HSPA4,NCAM1,0.549
HSPA4,NCK1,0.48
HSPA4,NCL,0.828
HSPA4,NCOR1,0.679
HSPA4,NDC1,0.453
HSPA4,NDC80,0.429
HSPA4,NDUFS4,0.462
HSPA4,NEDD8,0.611
HSPA4,NF1,0.486
HSPA4,NFE2L2,0.482
HSPA4,NFKB1,0.857
HSPA4,NFKBIA,0.62
HSPA4,NFS1,0.514
HSPA4,NFU1,0.709
HSPA4,NGF,0.433
HSPA4,NHLRC1,0.585
HSPA4,NME1,0.428
HSPA4,NME2,0.58
HSPA4,NME8,0.411
HSPA4,NMNAT1,0.438
HSPA4,NONO,0.45
HSPA4,NOP58,0.402
HSPA4,NOS1,0.51
HSPA4,NOS2,0.448
HSPA4,NOS3,0.438
HSPA4,NOTCH1,0.712
HSPA4,NOX5,0.638
HSPA4,NPC1,0.513
HSPA4,NPM1,0.857
HSPA4,NQO1,0.582
HSPA4,NR2C2,0.4
HSPA4,NR2F1,0.525
HSPA4,NR3C1,0.992
HSPA4,NTRK1,0.476
HSPA4,NUDC,0.531
HSPA4,NUP107,0.497
HSPA4,NUP133,0.488
HSPA4,NUP153,0.542
HSPA4,NUP155,0.546
HSPA4,NUP160,0.489
HSPA4,NUP188,0.432
HSPA4,NUP205,0.492
HSPA4,NUP210,0.442
HSPA4,NUP214,0.485
HSPA4,NUP35,0.429
HSPA4,NUP37,0.493
HSPA4,NUP42,0.593
HSPA4,NUP43,0.551
HSPA4,NUP50,0.513
HSPA4,NUP54,0.512
HSPA4,NUP58,0.457
HSPA4,NUP62,0.505
HSPA4,NUP85,0.433
HSPA4,NUP88,0.657
HSPA4,NUP93,0.521
HSPA4,NUP98,0.551
HSPA4,NXF1,0.471
HSPA4,OGG1,0.465
HSPA4,OLA1,0.774
HSPA4,OLR1,0.98
HSPA4,OPN1LW,0.448
HSPA4,OS9,0.653
HSPA4,OTUB1,0.43
HSPA4,OXA1L,0.405
HSPA4,P2RX7,0.475
HSPA4,P2RY2,0.479
HSPA4,P4HB,0.848
HSPA4,PA2G4,0.763
HSPA4,PABPC1,0.719
HSPA4,PABPN1,0.709
HSPA4,PACRG,0.625
HSPA4,PAICS,0.535
HSPA4,PAIP1,0.479
HSPA4,PAM16,0.64
HSPA4,PARK7,0.953
HSPA4,PARP1,0.576
HSPA4,PDCD6IP,0.614
HSPA4,PDIA3,0.58
HSPA4,PDIA4,0.462
HSPA4,PDIA6,0.586
HSPA4,PEX19,0.493
HSPA4,PFDN2,0.498
HSPA4,PFDN5,0.662
HSPA4,PFDN6,0.466
HSPA4,PFN1,0.611
HSPA4,PFN3,0.589
HSPA4,PFN4,0.584
HSPA4,PGAM1,0.408
HSPA4,PGK1,0.536
HSPA4,PGK2,0.403
HSPA4,PGLYRP1,0.963
HSPA4,PGR,0.972
HSPA4,PHB,0.757
HSPA4,PHF1,0.437
HSPA4,PHGDH,0.476
HSPA4,PIH1D1,0.651
HSPA4,PIH1D2,0.464
HSPA4,PIK3CA,0.476
HSPA4,PIK3R1,0.469
HSPA4,PINK1,0.847
HSPA4,PIWIL1,0.666
HSPA4,PIWIL4,0.665
HSPA4,PLAT,0.531
HSPA4,PLG,0.577
HSPA4,PLIN2,0.469
HSPA4,PLK1,0.514
HSPA4,PMEL,0.556
HSPA4,POM121,0.437
HSPA4,POM121C,0.445
HSPA4,POTEF,0.527
HSPA4,PPA1,0.406
HSPA4,PPARG,0.433
HSPA4,PPARGC1A,0.431
HSPA4,PPIA,0.649
HSPA4,PPID,0.977
HSPA4,PPIF,0.437
HSPA4,PPIG,0.466
HSPA4,PPP1CA,0.423
HSPA4,PPP1CC,0.563
HSPA4,PPP2CA,0.419
HSPA4,PPP5C,0.801
HSPA4,PRDX1,0.529
HSPA4,PRDX2,0.488
HSPA4,PRDX3,0.491
HSPA4,PRDX4,0.488
HSPA4,PRDX6,0.503
HSPA4,PRKACA,0.606
HSPA4,PRKACB,0.448
HSPA4,PRKACG,0.449
HSPA4,PRKCB,0.51
HSPA4,PRKN,0.971
HSPA4,PRMT6,0.461
HSPA4,PRNP,0.833
HSPA4,PRPF8,0.407
HSPA4,PRR5,0.539
HSPA4,PSMA1,0.542
HSPA4,PSMA2,0.579
HSPA4,PSMA3,0.609
HSPA4,PSMA4,0.53
HSPA4,PSMA5,0.581
HSPA4,PSMA6,0.521
HSPA4,PSMA7,0.679
HSPA4,PSMB2,0.401
HSPA4,PSMB7,0.432
HSPA4,PSMC2,0.7
HSPA4,PSMC5,0.584
HSPA4,PSMD1,0.678
HSPA4,PSMD10,0.437
HSPA4,PSMD11,0.558
HSPA4,PSMD12,0.457
HSPA4,PSMD14,0.645
HSPA4,PSMD2,0.58
HSPA4,PSMD4,0.703
HSPA4,PSMD6,0.406
HSPA4,PSMD7,0.411
HSPA4,PTEN,0.654
HSPA4,PTGES3,0.906
HSPA4,PTGS2,0.591
HSPA4,PXDN,0.668
HSPA4,PXDNL,0.663
HSPA4,RAB11A,0.414
HSPA4,RAB1B,0.438
HSPA4,RAB24,0.469
HSPA4,RAB27A,0.606
HSPA4,RAB29,0.547
HSPA4,RAB5A,0.418
HSPA4,RABL3,0.431
HSPA4,RAC1,0.497
HSPA4,RACK1,0.823
HSPA4,RAD23B,0.44
HSPA4,RAD52,0.623
HSPA4,RAE1,0.492
HSPA4,RAF1,0.867
HSPA4,RAN,0.509
HSPA4,RANBP2,0.607
HSPA4,RBBP6,0.6
HSPA4,RBM17,0.425
HSPA4,RBM39,0.402
HSPA4,RCOR1,0.641
HSPA4,REL,0.511
HSPA4,RELA,0.696
HSPA4,RET,0.424
HSPA4,RHO,0.487
HSPA4,RICTOR,0.945
HSPA4,RNF113B,0.42
HSPA4,RNF139,0.424
HSPA4,RNF5,0.509
HSPA4,RO60,0.565
HSPA4,RPAP3,0.75
HSPA4,RPL10,0.438
HSPA4,RPL11,0.582
HSPA4,RPL12,0.548
HSPA4,RPL13,0.653
HSPA4,RPL13A,0.47
HSPA4,RPL14,0.419
HSPA4,RPL15,0.469
HSPA4,RPL18,0.484
HSPA4,RPL18A,0.427
HSPA4,RPL22,0.556
HSPA4,RPL23,0.443
HSPA4,RPL23A,0.462
HSPA4,RPL26,0.462
HSPA4,RPL27,0.528
HSPA4,RPL27A,0.45
HSPA4,RPL28,0.41
HSPA4,RPL3,0.539
HSPA4,RPL30,0.448
HSPA4,RPL31,0.563
HSPA4,RPL32,0.449
HSPA4,RPL34,0.465
HSPA4,RPL35A,0.449
HSPA4,RPL4,0.728
HSPA4,RPL5,0.511
HSPA4,RPL6,0.523
HSPA4,RPL7,0.437
HSPA4,RPL8,0.52
HSPA4,RPL9,0.469
HSPA4,RPLP0,0.58
HSPA4,RPLP2,0.46
HSPA4,RPS11,0.432
HSPA4,RPS13,0.462
HSPA4,RPS14,0.404
HSPA4,RPS15,0.43
HSPA4,RPS16,0.548
HSPA4,RPS18,0.514
HSPA4,RPS19,0.493
HSPA4,RPS2,0.626
HSPA4,RPS20,0.647
HSPA4,RPS23,0.428
HSPA4,RPS24,0.403
HSPA4,RPS26,0.45
HSPA4,RPS27A,0.433
HSPA4,RPS28,0.444
HSPA4,RPS3,0.732
HSPA4,RPS3A,0.565
HSPA4,RPS4X,0.45
HSPA4,RPS5,0.412
HSPA4,RPS6,0.551
HSPA4,RPS6KB1,0.447
HSPA4,RPS7,0.41
HSPA4,RPS8,0.624
HSPA4,RPS9,0.547
HSPA4,RPSA,0.716
HSPA4,RPTOR,0.497
HSPA4,RRM2,0.446
HSPA4,RUVBL1,0.651
HSPA4,RUVBL2,0.683
HSPA4,S100A1,0.632
HSPA4,S100B,0.636
HSPA4,SACS,0.663
HSPA4,SAMM50,0.57
HSPA4,SCARB1,0.57
HSPA4,SCARB2,0.593
HSPA4,SCARF1,0.754
HSPA4,SDC1,0.542
HSPA4,SDCBP,0.636
HSPA4,SDCBP2,0.555
HSPA4,SDHB,0.437
HSPA4,SDHC,0.404
HSPA4,SEC13,0.607
HSPA4,SEC61A1,0.623
HSPA4,SEC61B,0.415
HSPA4,SEC62,0.447
HSPA4,SEC63,0.635
HSPA4,SEH1L,0.476
HSPA4,SEL1L,0.425
HSPA4,SELENBP1,0.441
HSPA4,SEMA6D,0.422
HSPA4,SEPTIN6,0.472
HSPA4,SERPINA1,0.567
HSPA4,SERPINH1,0.593
HSPA4,SGK1,0.59
HSPA4,SGTA,0.988
HSPA4,SIGLEC10,0.465
HSPA4,SIL1,0.835
HSPA4,SIRT1,0.672
HSPA4,SIRT2,0.427
HSPA4,SIRT3,0.541
HSPA4,SKP1,0.725
HSPA4,SKP2,0.407
HSPA4,SLC1A2,0.541
HSPA4,SLC25A1,0.631
HSPA4,SLC6A3,0.54
HSPA4,SLC9A1,0.759
HSPA4,SLCO6A1,0.54
HSPA4,SMAD2,0.491
HSPA4,SMAD3,0.686
HSPA4,SMARCA5,0.409
HSPA4,SMG5,0.526
HSPA4,SMIM12,0.457
HSPA4,SMPD1,0.589
HSPA4,SMURF1,0.439
HSPA4,SNCA,0.994
HSPA4,SNCAIP,0.671
HSPA4,SNRPA,0.405
HSPA4,SNRPE,0.445
HSPA4,SOCS3,0.514
HSPA4,SOD1,0.963
HSPA4,SOD2,0.582
HSPA4,SOD2-2,0.582
HSPA4,SOX9,0.626
HSPA4,SP100,0.987
HSPA4,SPEF2,0.49
HSPA4,SQSTM1,0.642
HSPA4,SRC,0.858
HSPA4,SRI,0.47
HSPA4,SRP54,0.473
HSPA4,SRPK1,0.787
HSPA4,SRSF1,0.465
HSPA4,SSB,0.416
HSPA4,ST13,0.997
HSPA4,STAB1,0.67
HSPA4,STAT1,0.61
HSPA4,STAT2,0.471
HSPA4,STAT3,0.688
HSPA4,STIP1,0.999
HSPA4,STUB1,0.999
HSPA4,SUGT1,0.542
HSPA4,SUMO1,0.479
HSPA4,SVIL,0.403
HSPA4,SYNCRIP,0.663
HSPA4,SYNPO2,0.547
HSPA4,SYVN1,0.462
HSPA4,TAB1,0.5
HSPA4,TAC1,0.499
HSPA4,TAGLN2,0.41
HSPA4,TARDBP,0.92
HSPA4,TBP,0.445
HSPA4,TCAP,0.614
HSPA4,TCHP,0.404
HSPA4,TCL1A,0.43
HSPA4,TCP1,0.888
HSPA4,TEK,0.446
HSPA4,TERF1,0.409
HSPA4,TERT,0.527
HSPA4,TFAM,0.416
HSPA4,TFRC,0.611
HSPA4,TGFB1,0.447
HSPA4,TGFB2,0.491
HSPA4,TGFBR1,0.423
HSPA4,TGM2,0.499
HSPA4,THOC5,0.548
HSPA4,TIMM17A,0.8
HSPA4,TIMM44,0.993
HSPA4,TIMM50,0.649
HSPA4,TJP1,0.959
HSPA4,TLR2,0.992
HSPA4,TLR3,0.731
HSPA4,TLR4,0.996
HSPA4,TLR9,0.467
HSPA4,TNF,0.79
HSPA4,TNFRSF10A,0.474
HSPA4,TNFRSF10B,0.758
HSPA4,TNFRSF1A,0.401
HSPA4,TNFSF10,0.546
HSPA4,TNFSF11,0.458
HSPA4,TNRC6A,0.456
HSPA4,TOMM20,0.513
HSPA4,TOMM22,0.678
HSPA4,TOMM34,0.722
HSPA4,TOMM40,0.762
HSPA4,TOMM70,0.988
HSPA4,TP53,0.997
HSPA4,TP53INP1,0.446
HSPA4,TPI1,0.578
HSPA4,TPP1,0.426
HSPA4,TPR,0.574
HSPA4,TPT1,0.418
HSPA4,TRA2A,0.411
HSPA4,TRAF2,0.589
HSPA4,TRAF6,0.946
HSPA4,TRAP1,0.73
HSPA4,TREM1,0.468
HSPA4,TRIAP1,0.624
HSPA4,TRIM21,0.593
HSPA4,TRIM63,0.469
HSPA4,TRMT12,0.62
HSPA4,TSC1,0.603
HSPA4,TSG101,0.944
HSPA4,TSSK6,0.621
HSPA4,TTC1,0.982
HSPA4,TTC3,0.462
HSPA4,TTC36,0.508
HSPA4,TTC4,0.617
HSPA4,TTI1,0.527
HSPA4,TTI2,0.407
HSPA4,TUBA1A,0.434
HSPA4,TUBA1B,0.431
HSPA4,TUBA1C,0.467
HSPA4,TUBA3D,0.417
HSPA4,TUBA3E,0.422
HSPA4,TUBA4A,0.459
HSPA4,TUBA8,0.407
HSPA4,TUBAL3,0.436
HSPA4,TUBB,0.531
HSPA4,TUBB2A,0.406
HSPA4,TUBB3,0.422
HSPA4,TUBB4B,0.418
HSPA4,TUBG1,0.597
HSPA4,TUBGCP2,0.418
HSPA4,TXN,0.645
HSPA4,TXN2,0.488
HSPA4,TXNDC5,0.477
HSPA4,TXNDC9,0.536
HSPA4,TXNIP,0.475
HSPA4,TXNL1,0.431
HSPA4,TXNRD1,0.467
HSPA4,TYRP1,0.511
HSPA4,UBA1,0.722
HSPA4,UBE2D1,0.811
HSPA4,UBE2D2,0.443
HSPA4,UBE2J1,0.568
HSPA4,UBE2K,0.591
HSPA4,UBE2L3,0.449
HSPA4,UBE2M,0.604
HSPA4,UBE2N,0.466
HSPA4,UBE2S,0.573
HSPA4,UBE2V2,0.47
HSPA4,UBE3A,0.938
HSPA4,UBE4B,0.585
HSPA4,UBL4A,0.592
HSPA4,UBQLN1,0.531
HSPA4,UBQLN2,0.915
HSPA4,UBQLN4,0.779
HSPA4,UBQLNL,0.454
HSPA4,UBR1,0.487
HSPA4,UCHL1,0.565
HSPA4,UFD1,0.424
HSPA4,UGGT1,0.425
HSPA4,UIMC1,0.429
HSPA4,UNC45B,0.686
HSPA4,UQCRFS1,0.496
HSPA4,USP13,0.428
HSPA4,USP14,0.457
HSPA4,USP19,0.675
HSPA4,VARS1,0.417
HSPA4,VBP1,0.449
HSPA4,VCP,0.867
HSPA4,VDAC1,0.634
HSPA4,VDAC3,0.44
HSPA4,VHL,0.465
HSPA4,VIM,0.505
HSPA4,VWF,0.525
HSPA4,WT1,0.446
HSPA4,XBP1,0.583
HSPA4,XIAP,0.639
HSPA4,XPO1,0.724
HSPA4,XRCC5,0.401
HSPA4,YBX1,0.41
HSPA4,YME1L1,0.522
HSPA4,YTHDF2,0.495
HSPA4,YWHAE,0.676
HSPA4,YWHAQ,0.442
HSPA4,YWHAZ,0.659
HSPA4,YY1,0.503
HSPA4,ZAP70,0.444
HSPA4,ZFP36,0.434
HSPA4,ZFPM2,0.437
HSPA4,ZNF106,0.581
HSPA4,ZNF185,0.412
HSPA4L,HSPA5,0.913
HSPA4L,HSPA6,0.755
HSPA4L,HSPA8,0.95
HSPA4L,HSPA9,0.819
HSPA4L,HSPB2,0.469
HSPA4L,HSPB3,0.456
HSPA4L,HSPB9,0.421
HSPA4L,HSPBP1,0.947
HSPA4L,HSPD1,0.622
HSPA4L,HSPE1,0.795
HSPA4L,HSPH1,0.916
HSPA4L,INTU,0.419
HSPA4L,ISCU,0.53
HSPA4L,MEN1,0.554
HSPA4L,METTL21A,0.459
HSPA4L,MFSD8,0.422
HSPA4L,NDC1,0.432
HSPA4L,NME8,0.411
HSPA4L,NUP107,0.44
HSPA4L,NUP133,0.432
HSPA4L,NUP153,0.451
HSPA4L,NUP155,0.471
HSPA4L,NUP160,0.44
HSPA4L,NUP188,0.518
HSPA4L,NUP205,0.447
HSPA4L,NUP210,0.422
HSPA4L,NUP214,0.423
HSPA4L,NUP35,0.416
HSPA4L,NUP37,0.471
HSPA4L,NUP42,0.428
HSPA4L,NUP43,0.467
HSPA4L,NUP50,0.433
HSPA4L,NUP54,0.485
HSPA4L,NUP58,0.428
HSPA4L,NUP62,0.421
HSPA4L,NUP85,0.408
HSPA4L,NUP88,0.415
HSPA4L,NUP93,0.458
HSPA4L,NUP98,0.452
HSPA4L,POM121,0.437
HSPA4L,POM121C,0.445
HSPA4L,PRPF31,0.463
HSPA4L,RABL3,0.425
HSPA4L,RAE1,0.437
HSPA4L,RANBP2,0.525
HSPA4L,RNF113B,0.42
HSPA4L,RPS3,0.4
HSPA4L,SEC13,0.448
HSPA4L,SEH1L,0.426
HSPA4L,SGTA,0.416
HSPA4L,SIL1,0.491
HSPA4L,SLC25A31,0.439
HSPA4L,SMIM12,0.455
HSPA4L,ST13,0.462
HSPA4L,STIP1,0.803
HSPA4L,STUB1,0.486
HSPA4L,SUSD1,0.477
HSPA4L,TCP1,0.518
HSPA4L,TPR,0.471
HSPA4L,TRAP1,0.547
HSPA4L,TSC1,0.549
HSPA4L,WDR76,0.555
HSPA5,HSPA6,0.831
HSPA5,HSPA8,0.983
HSPA5,HSPA9,0.883
HSPA5,HSPB1,0.801
HSPA5,HSPB2,0.748
HSPA5,HSPB3,0.743
HSPA5,HSPB6,0.469
HSPA5,HSPB8,0.421
HSPA5,HSPBP1,0.912
HSPA5,HSPD1,0.908
HSPA5,HSPE1,0.725
HSPA5,HSPH1,0.854
HSPA5,HTRA2,0.412
HSPA5,HTT,0.635
HSPA5,HYOU1,0.999
HSPA5,IAPP,0.522
HSPA5,ICAM1,0.448
HSPA5,IFIH1,0.471
HSPA5,IFNG,0.419
HSPA5,IGF1R,0.701
HSPA5,IGFBP3,0.588
HSPA5,IKBKB,0.558
HSPA5,IL1B,0.731
HSPA5,IL6,0.736
HSPA5,INS,0.678
HSPA5,INSIG2,0.546
HSPA5,IRS1,0.427
HSPA5,ISCU,0.539
HSPA5,ISM1,0.452
HSPA5,ITPR1,0.782
HSPA5,ITPR3,0.728
HSPA5,JUN,0.671
HSPA5,KDELR1,0.507
HSPA5,KDELR2,0.412
HSPA5,KEAP1,0.424
HSPA5,KLF6,0.441
HSPA5,KLK3,0.612
HSPA5,KNG1,0.71
HSPA5,KRT1,0.516
HSPA5,KRT19,0.508
HSPA5,KRT8,0.741
HSPA5,LAMP1,0.54
HSPA5,LAMP2,0.4
HSPA5,LDLR,0.584
HSPA5,LEP,0.427
HSPA5,LIPE,0.401
HSPA5,LMAN1,0.588
HSPA5,LOC102723407,0.509
HSPA5,LONP1,0.495
HSPA5,LOXL2,0.556
HSPA5,LRRC40,0.426
HSPA5,LRRK2,0.438
HSPA5,LUM,0.48
HSPA5,LYZ,0.418
HSPA5,MADCAM1,0.408
HSPA5,MAGT1,0.485
HSPA5,MAN2C1,0.509
HSPA5,MANF,0.996
HSPA5,MAP1A,0.459
HSPA5,MAP1LC3A,0.527
HSPA5,MAP1LC3B,0.667
HSPA5,MAP1S,0.4
HSPA5,MAP3K5,0.723
HSPA5,MAP4,0.518
HSPA5,MAPK11,0.542
HSPA5,MAPK12,0.542
HSPA5,MAPK13,0.574
HSPA5,MAPK14,0.402
HSPA5,MAPK3,0.641
HSPA5,MAPK8,0.541
HSPA5,MAPT,0.628
HSPA5,MATN3,0.42
HSPA5,MBTPS1,0.795
HSPA5,MBTPS2,0.789
HSPA5,MCL1,0.495
HSPA5,MEF2A,0.445
HSPA5,MEN1,0.523
HSPA5,MEPCE,0.421
HSPA5,METTL21A,0.427
HSPA5,MFN2,0.505
HSPA5,MKKS,0.626
HSPA5,MMP1,0.646
HSPA5,MMP9,0.413
HSPA5,MOGS,0.694
HSPA5,MRPL39,0.452
HSPA5,MRPS31,0.419
HSPA5,MTOR,0.52
HSPA5,MTTP,0.471
HSPA5,MYC,0.541
HSPA5,MYH10,0.404
HSPA5,MYH9,0.452
HSPA5,MZB1,0.761
HSPA5,NAPSA,0.443
HSPA5,NCBP2,0.604
HSPA5,NCK1,0.4
HSPA5,NCL,0.457
HSPA5,NDC1,0.4
HSPA5,NDRG1,0.407
HSPA5,NEK2,0.474
HSPA5,NFE2L2,0.583
HSPA5,NFKB1,0.704
HSPA5,NFKBIA,0.711
HSPA5,NFYA,0.636
HSPA5,NFYB,0.667
HSPA5,NFYC,0.666
HSPA5,NME1,0.412
HSPA5,NME8,0.411
HSPA5,NOX4,0.412
HSPA5,NPLOC4,0.499
HSPA5,NPM1,0.483
HSPA5,NQO1,0.415
HSPA5,NR3C1,0.53
HSPA5,NRAS,0.468
HSPA5,NUP107,0.435
HSPA5,NUP133,0.419
HSPA5,NUP153,0.443
HSPA5,NUP155,0.437
HSPA5,NUP160,0.416
HSPA5,NUP188,0.4
HSPA5,NUP205,0.421
HSPA5,NUP210,0.509
HSPA5,NUP214,0.419
